levelId,moduleName,title,type,duration,order,videoUrl,content,locked,programId,simulatorId
segundo-egb,Lámpara Moderna,Circuito 5 LEDs Paralelo,activity,40 min,6,,5 LEDs en paralelo diferentes colores. Calcular resistencias.,false,robotica,scratch
segundo-egb,Lámpara Moderna,Soldadura Compleja,tutorial,45 min,7,,Supervisión 1:2. Soldar 5 LEDs + resistencias.,false,robotica,scratch
segundo-egb,Lámpara Moderna,Decoración y Exposición,project,35 min,8,,Pantalla decorativa. Pintar base. Galería de lámparas.,false,robotica,scratch
segundo-egb,Carro RC,Control Remoto Conceptos,video,20 min,9,,¿Cómo funcionan controles remotos? (ondas radio).,false,robotica,scratch
segundo-egb,Carro RC,Sistema de Dirección,activity,40 min,10,,Servomotor para volante. Calibrar ángulos.,false,robotica,scratch
segundo-egb,Carro RC,Circuito RC Completo,tutorial,45 min,11,,Receptor RF + controlador. Soldar conexiones.,false,robotica,scratch
segundo-egb,Carro RC,Carreras y Competencias,project,40 min,12,,Pista con curvas. Control a distancia. Slalom.,true,robotica,scratch
tercero-egb,Carrusel Giratorio,Mecanismos Rotacionales,video,20 min,1,,Cómo funcionan carruseles. Base giratoria central.,false,robotica,scratch
tercero-egb,Carrusel Giratorio,Transmisión Vertical,activity,40 min,2,,Motor horizontal→eje vertical. Engranajes cónicos 90°.,false,robotica,scratch
tercero-egb,Carrusel Giratorio,Iluminación Decorativa,tutorial,35 min,3,,LEDs en borde giratorio. Contactos rotatorios.,false,robotica,scratch
tercero-egb,Carrusel Giratorio,Decoración y Música,project,40 min,4,,Pintar carrusel. Buzzer con melodía. Presentación.,false,robotica,scratch
tercero-egb,Planeador Motorizado,Aerodinámica Básica,video,20 min,5,,Por qué vuelan aviones (sustentación).,false,robotica,scratch
tercero-egb,Planeador Motorizado,Motor de Propulsión,activity,40 min,6,,Hélice frontal. Balance centro de gravedad.,false,robotica,scratch
tercero-egb,Planeador Motorizado,Circuito de Vuelo,tutorial,35 min,7,,Batería ligera LiPo 3.7V. Interruptor de seguridad.,false,robotica,scratch
tercero-egb,Planeador Motorizado,Vuelos de Prueba,project,45 min,8,,Solo exterior. Lanzar y observar. Competencia distancia.,false,robotica,scratch
tercero-egb,Carro Eólico,Energía del Viento,video,20 min,9,,Molinos históricos. Diseñar aspas grandes.,false,robotica,scratch
tercero-egb,Carro Eólico,Transmisión Eólica,activity,40 min,10,,Viento→aspas→eje→ruedas. Sistema de engranajes.,false,robotica,scratch
tercero-egb,Carro Eólico,Optimización,activity,35 min,11,,Diferentes tamaños aspas. Medir eficiencia.,false,robotica,scratch
tercero-egb,Carro Eólico,Carreras Eólicas,project,45 min,12,,Pista con ventiladores. Energía renovable en transporte.,true,robotica,scratch
cuarto-egb,Kit Extra Introducción,Conociendo los Componentes,video,20 min,1,,LEDs resistencias pulsadores potenciómetro buzzer transistor,false,robotica,scratch
cuarto-egb,Kit Extra Introducción,Seguridad Eléctrica,video,15 min,2,,Reglas básicas de seguridad con electricidad,false,robotica,scratch
cuarto-egb,Kit Extra LED,Polaridad del LED,video,15 min,3,,Ánodo y cátodo. Pata larga = positivo,false,robotica,scratch
cuarto-egb,Kit Extra LED,¿Por qué usar resistencia?,video,15 min,4,,Protección del LED. Cálculo básico 220Ω,false,robotica,scratch
cuarto-egb,Kit Extra LED,Circuito LED completo,activity,30 min,5,,LED con resistencia 220Ω. Conexión correcta,false,robotica,scratch
cuarto-egb,Kit Extra LED,LEDs de diferentes colores,activity,25 min,6,,Experimentar con rojo verde amarillo azul,false,robotica,scratch
cuarto-egb,Kit Extra Pulsador,¿Qué es un pulsador?,video,15 min,7,,Interruptores momentáneos. Circuito abierto/cerrado,false,robotica,scratch
cuarto-egb,Kit Extra Pulsador,Circuito con pulsador,activity,30 min,8,,Control de encendido. Pulsador cierra circuito,false,robotica,scratch
cuarto-egb,Kit Extra Pulsador,Pulsador + LED,activity,30 min,9,,Circuito interactivo. Presionar = encender,false,robotica,scratch
cuarto-egb,Kit Extra Pulsador,Múltiples pulsadores,activity,35 min,10,,Control de varios LEDs con diferentes pulsadores,false,robotica,scratch
cuarto-egb,Kit Extra Potenciómetro,¿Qué es un potenciómetro?,video,15 min,11,,Resistencia variable. 10kΩ,false,robotica,scratch
cuarto-egb,Kit Extra Potenciómetro,Control de brillo,activity,30 min,12,,Dimmer para LED. Girar = cambiar brillo,false,robotica,scratch
cuarto-egb,Kit Extra Buzzer,¿Qué es un buzzer?,video,15 min,13,,Generador de sonido. Activo vs pasivo,false,robotica,scratch
cuarto-egb,Kit Extra Buzzer,Circuito con buzzer,activity,30 min,14,,Alarma simple. Buzzer con transistor 2N2222A,false,robotica,scratch
cuarto-egb,Kit Extra Buzzer,Melodías simples,activity,35 min,15,,Diferentes frecuencias = tonos diferentes,false,robotica,scratch
cuarto-egb,Proyecto Tarjeta Musical,Diseño de la tarjeta,video,20 min,16,,Planificación del proyecto integrado,false,robotica,scratch
cuarto-egb,Proyecto Tarjeta Musical,Construcción,activity,45 min,17,,Ensamblaje: pulsador + buzzer + LEDs,false,robotica,scratch
cuarto-egb,Proyecto Tarjeta Musical,Pruebas y Presentación,project,40 min,18,,Verificar funcionamiento. Demostración,false,robotica,scratch
cuarto-egb,Robot Pintor Avanzado,Introducción al proyecto,video,20 min,19,,Robot pintor mejorado con más componentes,false,robotica,scratch
cuarto-egb,Robot Pintor Avanzado,Ensamblaje del chasis,activity,40 min,20,,Base motor de vibración marcadores,false,robotica,scratch
cuarto-egb,Robot Pintor Avanzado,Circuito con LEDs,activity,45 min,21,,Agregar LEDs decorativos al robot,false,robotica,scratch
cuarto-egb,Robot Pintor Avanzado,Competencia de Arte,project,45 min,22,,Exhibición de creaciones artísticas,true,robotica,scratch
quinto-egb,Repaso Circuitos,Circuitos en serie,video,20 min,1,,LEDs en serie. Voltaje se divide,false,robotica,scratch
quinto-egb,Repaso Circuitos,Circuitos en paralelo,video,20 min,2,,LEDs en paralelo. Corriente se divide,false,robotica,scratch
quinto-egb,Repaso Circuitos,Combinando circuitos,activity,35 min,3,,Serie y paralelo juntos,false,robotica,scratch
quinto-egb,Repaso Circuitos,Práctica de medición,activity,30 min,4,,Usar multímetro básico,false,robotica,makecode
quinto-egb,Transistor,¿Qué es un transistor?,video,20 min,5,,Switch electrónico. Base Colector Emisor,false,robotica,makecode
quinto-egb,Transistor,Transistor como interruptor,activity,35 min,6,,Control de corriente con señal pequeña,false,robotica,makecode
quinto-egb,Transistor,Circuito amplificador,activity,40 min,7,,Amplificación simple con 2N2222A,false,robotica,makecode
quinto-egb,Semáforo,Diseño del semáforo,video,20 min,8,,Planificación 3 LEDs rojo amarillo verde,false,robotica,makecode
quinto-egb,Semáforo,Circuito del semáforo,activity,40 min,9,,Conexión de 3 LEDs con resistencias,false,robotica,makecode
quinto-egb,Semáforo,Temporización manual,activity,35 min,10,,Secuencia de luces con interruptores,false,robotica,makecode
quinto-egb,Semáforo,Proyecto completo,project,45 min,11,,Semáforo funcional con caja decorada,false,robotica,makecode
quinto-egb,Carro Jet Mejorado,Propulsión por aire,video,20 min,12,,Repaso de acción-reacción,false,robotica,makecode
quinto-egb,Carro Jet Mejorado,Ensamblaje del chasis,activity,40 min,13,,Motor hélice ruedas,false,robotica,makecode
quinto-egb,Carro Jet Mejorado,Circuito con interruptor,activity,35 min,14,,Control de encendido seguro,false,robotica,makecode
quinto-egb,Carro Jet Mejorado,Carrera de velocidad,project,40 min,15,,Competencia en pista,false,robotica,makecode
quinto-egb,Robot Perro Mejorado,Biomimética avanzada,video,20 min,16,,Análisis de movimiento animal,false,robotica,makecode
quinto-egb,Robot Perro Mejorado,Mecanismo de 4 patas,activity,45 min,17,,Levas desfasadas 90°,false,robotica,makecode
quinto-egb,Robot Perro Mejorado,Ensamblaje completo,activity,50 min,18,,Cuerpo patas motor,false,robotica,makecode
quinto-egb,Robot Perro Mejorado,Decoración y exhibición,project,45 min,19,,Personalización y presentación,true,robotica,makecode
sexto-egb,Aplicaciones Creativas,Repaso general,video,20 min,1,,Componentes y circuitos de años anteriores,false,robotica,makecode
sexto-egb,Aplicaciones Creativas,Luz nocturna automática,activity,40 min,2,,LDR + LED. Enciende cuando oscurece,false,robotica,makecode
sexto-egb,Aplicaciones Creativas,Alarma de puerta,activity,40 min,3,,Reed switch + buzzer,false,robotica,makecode
sexto-egb,Aplicaciones Creativas,Presentación proyectos,project,35 min,4,,Exhibición de mini-proyectos,false,robotica,makecode
sexto-egb,Carro Solar,Energía solar,video,25 min,5,,¿Cómo funciona un panel solar?,false,robotica,makecode
sexto-egb,Carro Solar,Panel y motor,activity,40 min,6,,Conexión directa panel→motor,false,robotica,makecode
sexto-egb,Carro Solar,Ensamblaje del chasis,activity,45 min,7,,Ruedas ejes estructura,false,robotica,makecode
sexto-egb,Carro Solar,Pruebas al sol,activity,35 min,8,,Funcionamiento y optimización,false,robotica,makecode
sexto-egb,Carro Solar,Carrera solar,project,40 min,9,,Competencia de carros solares,false,robotica,makecode
sexto-egb,Robot 4 en 1,Introducción,video,25 min,10,,4 modos de operación del robot,false,robotica,makecode
sexto-egb,Robot 4 en 1,Componentes del kit,activity,30 min,11,,Inventario y organización,false,robotica,makecode
sexto-egb,Robot 4 en 1,Ensamblaje base,activity,45 min,12,,Chasis y motores,false,robotica,makecode
sexto-egb,Robot 4 en 1 Sonido,Sensor de sonido,video,20 min,13,,Micrófono y detección de palmadas,false,robotica,makecode
sexto-egb,Robot 4 en 1 Sonido,Programación por palmadas,activity,40 min,14,,Lógica de control por sonido,false,robotica,makecode
sexto-egb,Robot 4 en 1 Sonido,Pruebas de sonido,activity,35 min,15,,Calibración de sensibilidad,false,robotica,makecode
sexto-egb,Robot 4 en 1 IR,Receptor IR,video,20 min,16,,¿Cómo funciona el infrarrojo?,false,robotica,makecode
sexto-egb,Robot 4 en 1 IR,Control remoto,activity,40 min,17,,Programación de botones,false,robotica,makecode
sexto-egb,Robot 4 en 1 IR,Pruebas IR,activity,35 min,18,,Control direccional,false,robotica,makecode
sexto-egb,Robot 4 en 1 Línea,Sensores IR,video,20 min,19,,Detección de línea blanco/negro,false,robotica,makecode
sexto-egb,Robot 4 en 1 Línea,Lógica de seguimiento,activity,40 min,20,,Algoritmo básico,false,robotica,makecode
sexto-egb,Robot 4 en 1 Línea,Pista de pruebas,activity,35 min,21,,Calibración en pista,false,robotica,makecode
sexto-egb,Robot 4 en 1 Obstáculos,Bumpers táctiles,video,20 min,22,,Sensores de contacto,false,robotica,makecode
sexto-egb,Robot 4 en 1 Obstáculos,Lógica de evasión,activity,40 min,23,,Retroceder y girar,false,robotica,makecode
sexto-egb,Robot 4 en 1 Obstáculos,Competencia final,project,45 min,24,,Demostración de todos los modos,true,robotica,makecode
septimo-egb,Prácticas Rápidas,LED intermitente manual,activity,30 min,1,,Circuito con condensador,false,robotica,makecode
septimo-egb,Prácticas Rápidas,Control de motor DC,activity,35 min,2,,Transistor como driver,false,robotica,makecode
septimo-egb,Prácticas Rápidas,Sensor de luz,activity,35 min,3,,LDR y divisor de voltaje,false,robotica,makecode
septimo-egb,Prácticas Rápidas,Combinación sensores,activity,40 min,4,,Múltiples entradas,false,robotica,makecode
septimo-egb,Programación Visual,¿Qué es Scratch?,video,20 min,5,,Introducción a bloques visuales,false,robotica,scratch
septimo-egb,Programación Visual,Interfaz de Scratch,tutorial,30 min,6,,Conociendo el entorno,false,robotica,scratch
septimo-egb,Programación Visual,Mi primer programa,activity,35 min,7,,Mover un sprite,false,robotica,scratch
septimo-egb,Programación Visual,Secuencias,tutorial,30 min,8,,Pasos en orden,false,robotica,scratch
septimo-egb,Programación Visual,Bucles,tutorial,35 min,9,,Repetir acciones,false,robotica,scratch
septimo-egb,Programación Visual,Condicionales,tutorial,35 min,10,,Si-entonces-sino,false,robotica,scratch
septimo-egb,Programación Visual,Variables,tutorial,35 min,11,,Guardar información,false,robotica,scratch
septimo-egb,Programación Visual,Eventos,tutorial,30 min,12,,Responder a acciones,false,robotica,scratch
septimo-egb,Programación Visual,Proyecto animación,project,45 min,13,,Historia interactiva,false,robotica,scratch
septimo-egb,Programación Visual,Proyecto juego,project,50 min,14,,Juego simple en Scratch,false,robotica,scratch
septimo-egb,Carro Multi-Sensor,Introducción proyecto,video,25 min,15,,Objetivos del robot,false,robotica,makecode
septimo-egb,Carro Multi-Sensor,Componentes necesarios,activity,30 min,16,,Lista de materiales,false,robotica,makecode
septimo-egb,Carro Multi-Sensor,Ensamblaje chasis,activity,45 min,17,,Construcción base,false,robotica,makecode
septimo-egb,Carro Multi-Sensor,Instalación motores,activity,40 min,18,,Conexiones eléctricas,false,robotica,makecode
septimo-egb,Carro Multi-Sensor,Sensores múltiples,activity,45 min,19,,IR ultrasonido luz,false,robotica,makecode
septimo-egb,Carro Multi-Sensor,Lógica en Blockly,tutorial,50 min,20,,Diseño del programa,false,robotica,makecode
septimo-egb,Carro Multi-Sensor,Pruebas de sensores,activity,40 min,21,,Calibración,false,robotica,makecode
septimo-egb,Carro Multi-Sensor,Integración completa,activity,50 min,22,,Sistema funcionando,false,robotica,makecode
septimo-egb,Carro Multi-Sensor,Competencia,project,45 min,23,,Demostración final,false,robotica,makecode
septimo-egb,Preparación ESP32,¿Qué es un microcontrolador?,video,25 min,24,,Introducción a MCUs,false,robotica,tinkercad
septimo-egb,Preparación ESP32,ESP32 vs Arduino,video,25 min,25,,Comparación de plataformas,false,robotica,tinkercad
septimo-egb,Preparación ESP32,Conceptos de código,tutorial,35 min,26,,Variables funciones estructuras,true,robotica,tinkercad
octavo-egb,Kit Extra Componentes,LED con resistencia,activity,35 min,1,,Circuito básico LED 220Ω polaridad,false,robotica,tinkercad
octavo-egb,Kit Extra Componentes,LED con pulsador,activity,40 min,2,,Control manual de encendido,false,robotica,tinkercad
octavo-egb,Kit Extra Componentes,Potenciómetro,activity,35 min,3,,Resistencia variable control de brillo,false,robotica,tinkercad
octavo-egb,Kit Extra Componentes,Buzzer con transistor,activity,40 min,4,,Amplificación con 2N2222A,false,robotica,tinkercad
octavo-egb,Kit Extra Componentes,Circuito integrado,activity,45 min,5,,Combinación de componentes,false,robotica,tinkercad
octavo-egb,Kit Extra Componentes,Repaso general,activity,30 min,6,,Preparación para programación,false,robotica,tinkercad
octavo-egb,Arduino IDE,Instalación Arduino IDE,tutorial,40 min,7,,Descargar e instalar IDE,false,robotica,wokwi
octavo-egb,Arduino IDE,Configurar ESP32,tutorial,45 min,8,,Drivers board manager puerto COM,false,robotica,wokwi
octavo-egb,Arduino IDE,Estructura del código,video,30 min,9,,setup() y loop() explicados,false,robotica,wokwi
octavo-egb,Arduino IDE,Primer programa Blink,tutorial,40 min,10,,LED intermitente en GPIO2,false,robotica,wokwi
octavo-egb,Arduino IDE,Variables en C++,tutorial,35 min,11,,int float bool String,false,robotica,wokwi
octavo-egb,Arduino IDE,Funciones,tutorial,40 min,12,,Crear y llamar funciones,false,robotica,wokwi
octavo-egb,Arduino IDE,Serial Monitor,tutorial,35 min,13,,Depuración con Serial.println,false,robotica,wokwi
octavo-egb,Arduino IDE,Práctica integrada,activity,45 min,14,,Ejercicios de código,false,robotica,wokwi
octavo-egb,PCB DRAGON RC LEDs,Conociendo la PCB,video,30 min,15,,Componentes de la PCB DRAGON RC V2.0,false,robotica,wokwi
octavo-egb,PCB DRAGON RC LEDs,Pines de los LEDs,tutorial,35 min,16,,D1-D6 en GPIO2 4 16 17 18 19,false,robotica,wokwi
octavo-egb,PCB DRAGON RC LEDs,Encender un LED,tutorial,40 min,17,,digitalWrite HIGH LOW,false,robotica,wokwi
octavo-egb,PCB DRAGON RC LEDs,Secuencia de LEDs,activity,45 min,18,,Animación con delay,false,robotica,wokwi
octavo-egb,PCB DRAGON RC LEDs,Knight Rider,activity,50 min,19,,Efecto de barrido ida y vuelta,false,robotica,wokwi
octavo-egb,PCB DRAGON RC LEDs,Semáforo programado,activity,45 min,20,,Temporización automática,false,robotica,wokwi
octavo-egb,PCB DRAGON RC LEDs,PWM para brillo,tutorial,40 min,21,,analogWrite valores 0-255,false,robotica,wokwi
octavo-egb,PCB DRAGON RC LEDs,Efectos de fade,activity,45 min,22,,Transiciones suaves,false,robotica,wokwi
octavo-egb,PCB DRAGON RC Botones,Pines de los botones,tutorial,35 min,23,,BOTON1 GPIO32 BOTON2 GPIO33,false,robotica,wokwi
octavo-egb,PCB DRAGON RC Botones,Leer estado del botón,tutorial,40 min,24,,digitalRead INPUT_PULLUP,false,robotica,wokwi
octavo-egb,PCB DRAGON RC Botones,Debounce,tutorial,45 min,25,,Eliminar rebotes con delay o millis,false,robotica,wokwi
octavo-egb,PCB DRAGON RC Botones,Toggle con estado,activity,45 min,26,,Variable para encender/apagar,false,robotica,wokwi
octavo-egb,PCB DRAGON RC Botones,Contador con botón,activity,40 min,27,,Incrementar variable al presionar,false,robotica,wokwi
octavo-egb,PCB DRAGON RC Botones,Dos botones,activity,45 min,28,,Control múltiple,false,robotica,wokwi
octavo-egb,PCB DRAGON RC Botones,LED + Botón,activity,40 min,29,,Interacción completa,false,robotica,wokwi
octavo-egb,PCB DRAGON RC Botones,Práctica integrada,activity,45 min,30,,Ejercicios combinados,false,robotica,wokwi
octavo-egb,TB6612FNG Motores,Driver TB6612FNG,video,35 min,31,,¿Cómo funciona el driver de motores?,false,robotica,wokwi
octavo-egb,TB6612FNG Motores,Pines del driver,tutorial,40 min,32,,AIN1 AIN2 PWMA BIN1 BIN2 PWMB STBY,false,robotica,wokwi
octavo-egb,TB6612FNG Motores,Control de UN motor,tutorial,45 min,33,,Adelante atrás parar,false,robotica,wokwi
octavo-egb,TB6612FNG Motores,PWM para velocidad,tutorial,45 min,34,,Control de potencia 0-255,false,robotica,wokwi
octavo-egb,TB6612FNG Motores,Control de DOS motores,activity,50 min,35,,Sincronización de motores,false,robotica,wokwi
octavo-egb,TB6612FNG Motores,Funciones de movimiento,activity,50 min,36,,adelante() atras() girarIzq() girarDer() parar(),false,robotica,wokwi
octavo-egb,TB6612FNG Motores,Giros suaves,activity,45 min,37,,Diferencial de velocidad,false,robotica,wokwi
octavo-egb,TB6612FNG Motores,Coreografía de movimientos,activity,50 min,38,,Secuencia programada,false,robotica,wokwi
octavo-egb,TB6612FNG Motores,Optimización,activity,40 min,39,,Ajustes finos de velocidad,false,robotica,wokwi
octavo-egb,TB6612FNG Motores,Integración LEDs+Botones+Motores,activity,55 min,40,,Sistema completo,false,robotica,wokwi
octavo-egb,Bluetooth,Bluetooth en ESP32,video,30 min,41,,Capacidades BLE y Classic,false,robotica,wokwi
octavo-egb,Bluetooth,BluetoothSerial librería,tutorial,40 min,42,,Incluir y configurar,false,robotica,wokwi
octavo-egb,Bluetooth,Configurar Bluetooth,tutorial,45 min,43,,Nombre del dispositivo,false,robotica,wokwi
octavo-egb,Bluetooth,Recibir comandos,tutorial,45 min,44,,Serial.read() y procesamiento,false,robotica,wokwi
octavo-egb,Bluetooth,Procesar comandos,activity,50 min,45,,switch/case para F B L R S,false,robotica,wokwi
octavo-egb,Bluetooth,App de control,tutorial,40 min,46,,Configurar app en celular Android,false,robotica,wokwi
octavo-egb,Bluetooth,Control de velocidad,activity,45 min,47,,Comandos 0-9 para velocidad,false,robotica,wokwi
octavo-egb,Bluetooth,Práctica de control,activity,50 min,48,,Pruebas de manejo,false,robotica,wokwi
octavo-egb,Proyecto Robot RC,Planificación,video,30 min,49,,Diseño del robot final,false,robotica,wokwi
octavo-egb,Proyecto Robot RC,Ensamblaje chasis,activity,50 min,50,,Construcción de la base,false,robotica,wokwi
octavo-egb,Proyecto Robot RC,Instalación motores,activity,45 min,51,,Conexiones al driver,false,robotica,wokwi
octavo-egb,Proyecto Robot RC,Montaje PCB,activity,45 min,52,,Integración de componentes,false,robotica,wokwi
octavo-egb,Proyecto Robot RC,Programación final,activity,55 min,53,,Código completo del robot,false,robotica,wokwi
octavo-egb,Proyecto Robot RC,Pruebas funcionamiento,activity,45 min,54,,Depuración y ajustes,false,robotica,wokwi
octavo-egb,Proyecto Robot RC,Decoración,activity,40 min,55,,Personalización del robot,false,robotica,wokwi
octavo-egb,Proyecto Robot RC,Práctica de manejo,activity,45 min,56,,Entrenamiento de control,false,robotica,wokwi
octavo-egb,Proyecto Robot RC,Competencia de robots,project,60 min,57,,Carrera final y exhibición,true,robotica,wokwi
noveno-egb,Repaso Sensores,Repaso de componentes,video,25 min,1,,Revisión de 8° grado,false,robotica,wokwi
noveno-egb,Repaso Sensores,Sensores IR principio,video,30 min,2,,Reflexión de luz infrarroja,false,robotica,wokwi
noveno-egb,Repaso Sensores,Blanco vs negro,activity,35 min,3,,Cómo detecta la línea,false,robotica,wokwi
noveno-egb,Repaso Sensores,Práctica con sensores,activity,40 min,4,,Lectura básica de IR,false,robotica,wokwi
noveno-egb,ESP32 Super Mini,Conociendo ESP32 Super Mini,video,30 min,5,,Características y ventajas,false,robotica,wokwi
noveno-egb,ESP32 Super Mini,Diferencias con DevKit,video,25 min,6,,Tamaño pines alimentación,false,robotica,wokwi
noveno-egb,ESP32 Super Mini,Configuración Arduino IDE,tutorial,40 min,7,,Board y puerto COM,false,robotica,wokwi
noveno-egb,ESP32 Super Mini,Pines disponibles,tutorial,35 min,8,,GPIO mapping del Super Mini,false,robotica,wokwi
noveno-egb,ESP32 Super Mini,Blink en Super Mini,tutorial,40 min,9,,Primer programa,false,robotica,wokwi
noveno-egb,ESP32 Super Mini,Práctica de pines,activity,45 min,10,,Entradas y salidas,false,robotica,wokwi
noveno-egb,Sensores IR,Sensor TCRT5000,video,30 min,11,,Componentes del sensor,false,robotica,wokwi
noveno-egb,Sensores IR,Conexión UN sensor,tutorial,40 min,12,,VCC GND OUT,false,robotica,wokwi
noveno-egb,Sensores IR,Lectura digital,tutorial,40 min,13,,HIGH cuando negro LOW cuando blanco,false,robotica,wokwi
noveno-egb,Sensores IR,LED indicador,activity,35 min,14,,Visualización de estado del sensor,false,robotica,wokwi
noveno-egb,Sensores IR,Conexión DOS sensores,tutorial,45 min,15,,Izquierdo y derecho,false,robotica,wokwi
noveno-egb,Sensores IR,Tabla de estados,activity,40 min,16,,00 01 10 11 combinaciones,false,robotica,wokwi
noveno-egb,Sensores IR,Lectura analógica,tutorial,45 min,17,,Valores continuos 0-4095,false,robotica,wokwi
noveno-egb,Sensores IR,Calibración,activity,45 min,18,,Ajuste de sensibilidad con potenciómetro,false,robotica,wokwi
noveno-egb,Sensores IR,Práctica con línea,activity,50 min,19,,Pruebas en pista real,false,robotica,wokwi
noveno-egb,Sensores IR,Código completo sensores,activity,45 min,20,,Integración de lecturas,false,robotica,wokwi
noveno-egb,Lógica Seguidor,Algoritmo de seguimiento,video,30 min,21,,Diseño de la lógica,false,robotica,wokwi
noveno-egb,Lógica Seguidor,Pseudocódigo,tutorial,40 min,22,,Planificación antes de código,false,robotica,wokwi
noveno-egb,Lógica Seguidor,Implementar if-else,tutorial,45 min,23,,Decisiones en código,false,robotica,wokwi
