levelId,moduleName,title,type,duration,order,videoUrl,content,locked,programId
inicial-1,Mi Primer Programa,Scratch Jr: Primeros pasos,tutorial,20 min,15,,"Abriremos Scratch Jr y conoceremos la interfaz. Veremos los bloques de colores que usaremos para programar. Cada color hace algo diferente: moverse, hablar, cambiar de apariencia.",false,robotica
inicial-1,Mi Primer Programa,Haciendo que el gato camine,tutorial,15 min,16,,"Nuestro primer programa: haremos que el gato de Scratch camine de un lado a otro. Usaremos el bloque 'mover' y aprenderemos sobre la bandera verde que inicia el programa.",false,robotica
inicial-1,Mi Primer Programa,Proyecto final: Mi historia animada,project,30 min,17,,"Crearemos una historia corta animada en Scratch Jr. El gato caminará, dirá algo, y se moverá a otro lugar. ¡Puedes agregar más personajes y crear tu propia aventura!",true,robotica
inicial-1,Pensamiento Mágico,¿Qué es la inteligencia?,video,8 min,1,https://www.youtube.com/watch?v=mJeNghZXtMo,"La inteligencia es la capacidad de aprender, resolver problemas y tomar decisiones. Los humanos somos inteligentes, los animales también. ¿Pero pueden las máquinas ser inteligentes? ¡Descubrámoslo!",false,ia
inicial-1,Pensamiento Mágico,Robots que aprenden,video,10 min,2,,"Algunos robots especiales pueden aprender cosas nuevas. Un robot puede aprender a reconocer tu cara, tu voz, o incluso tus juguetes favoritos. Esto se llama Inteligencia Artificial.",false,ia
inicial-1,Pensamiento Mágico,Juego: ¿Humano o robot?,activity,15 min,3,,"Jugaremos a adivinar: ¿esto lo hizo un humano o un robot? Veremos dibujos, escucharemos música, y trataremos de adivinar. ¡A veces es muy difícil saber la diferencia!",false,ia
inicial-1,Pensamiento Mágico,Clasificando objetos,activity,15 min,4,,"Aprenderemos a clasificar: frutas vs verduras, animales grandes vs pequeños, cosas rojas vs azules. ¡Esto es exactamente lo que hace la IA! Agrupa cosas parecidas.",false,ia
inicial-1,Aprendiendo a Clasificar,¿Qué es clasificar?,video,8 min,5,,"Clasificar es poner las cosas en grupos según sus características. Los calcetines van con calcetines, los juguetes con juguetes. La IA hace lo mismo pero con fotos, sonidos y palabras.",false,ia
inicial-1,Aprendiendo a Clasificar,Juego de las categorías,activity,20 min,6,,"Tendremos muchas imágenes mezcladas. Debemos separarlas en categorías: animales, vehículos, comida, plantas. Mientras más practiquemos, más rápidos seremos. ¡Como una IA!",false,ia
inicial-1,Aprendiendo a Clasificar,Encontrando patrones,tutorial,15 min,7,,"Los patrones nos ayudan a predecir. Si veo nubes grises, predigo lluvia. Si veo humo, predigo fuego. La IA encuentra patrones en millones de datos para hacer predicciones.",false,ia
inicial-1,Aprendiendo a Clasificar,Proyecto: Mi clasificador,project,25 min,8,,"Crearemos nuestro propio sistema de clasificación. Elegiremos un tema (animales, deportes, comida) y crearemos tarjetas con reglas para clasificar. ¡Seremos como una IA humana!",false,ia
inicial-1,Reconociendo Cosas,¿Cómo ven los robots?,video,10 min,9,,"Los robots ven con cámaras, pero no entienden las imágenes como nosotros. Necesitan que les enseñemos qué es cada cosa. Si le muestras muchos gatos, aprende a reconocer gatos.",false,ia
inicial-1,Reconociendo Cosas,Teachable Machine: Mi primera IA,tutorial,20 min,10,https://www.youtube.com/watch?v=T2qQGqZxkD0,"Usaremos Teachable Machine de Google para crear nuestra primera IA. Le enseñaremos a reconocer dos cosas diferentes usando la cámara. ¡Es increíble ver cómo aprende!",false,ia
inicial-1,Reconociendo Cosas,Entrenando con más ejemplos,tutorial,15 min,11,,"Mientras más fotos le demos a la IA, mejor aprende. Experimentaremos agregando más fotos y veremos cómo mejora. Es como estudiar para un examen: más práctica = mejor resultado.",false,ia
inicial-1,Reconociendo Cosas,Proyecto: Reconocedor de objetos,project,25 min,12,,"Crearemos un reconocedor que identifique 3 objetos de tu mochila. Entrenarás la IA con fotos de cada objeto. Luego probarás si puede reconocerlos correctamente.",false,ia
inicial-1,IA Amigable,Asistentes virtuales,video,10 min,13,,"Alexa, Siri, y Google Assistant son IAs que nos ayudan. Pueden responder preguntas, poner música, y contar chistes. Aprenderemos cómo funcionan y qué pueden hacer.",false,ia
inicial-1,IA Amigable,Hablando con la IA,activity,15 min,14,,"Practicaremos haciendo preguntas a un asistente virtual. Aprenderemos que debemos hablar claro y hacer preguntas específicas para obtener buenas respuestas.",false,ia
inicial-1,IA Amigable,Proyecto final: Mi amigo robot,project,30 min,15,,"Diseñaremos nuestro propio asistente virtual ideal. ¿Cómo se vería? ¿Qué voz tendría? ¿Qué cosas sabría hacer? Dibujaremos y describiremos nuestro amigo robot perfecto.",true,ia
inicial-1,Internet Seguro,¿Qué es internet?,video,8 min,1,https://www.youtube.com/watch?v=Dxcc6ycZ73M,"Internet es como una biblioteca gigante donde puedes encontrar información, juegos, videos y hablar con personas de todo el mundo. Pero como en cualquier lugar, hay reglas de seguridad.",false,hacking
inicial-1,Internet Seguro,Personas de confianza,video,10 min,2,,"En internet, igual que en la calle, hay personas conocidas y desconocidas. Solo debemos hablar con personas que conocemos y confiar en adultos de confianza si algo nos hace sentir incómodos.",false,hacking
inicial-1,Internet Seguro,Información secreta,activity,15 min,3,,"Algunas cosas son secretas: tu nombre completo, dónde vives, tu escuela, tu teléfono. Jugaremos a identificar qué información es segura compartir y cuál debe ser secreta.",false,hacking
inicial-1,Internet Seguro,El semáforo de internet,activity,15 min,4,,"Verde: seguro (juegos educativos, videos para niños). Amarillo: preguntar a un adulto. Rojo: peligroso (nunca hacer). Clasificaremos situaciones usando el semáforo.",false,hacking
inicial-1,Contraseñas Mágicas,¿Qué es una contraseña?,video,8 min,5,https://www.youtube.com/watch?v=aEmF3Iylvr4,"Una contraseña es como la llave de tu casa digital. Protege tus juegos, tus fotos, y tu información. Sin la llave correcta, nadie puede entrar.",false,hacking
inicial-1,Contraseñas Mágicas,Contraseñas fuertes vs débiles,tutorial,15 min,6,,"'123456' es una contraseña débil porque es fácil de adivinar. Una contraseña fuerte tiene letras, números y es difícil de adivinar. Aprenderemos a crear contraseñas fuertes.",false,hacking
inicial-1,Contraseñas Mágicas,Juego: Crea tu contraseña,activity,15 min,7,,"Crearemos contraseñas usando cosas que nos gustan pero que otros no pueden adivinar. Mi perro + mi color favorito + un número = ¡contraseña fuerte!",false,hacking
inicial-1,Contraseñas Mágicas,Proyecto: Cofre del tesoro,project,20 min,8,,"Crearemos un 'cofre del tesoro' con una contraseña secreta. Dibujaremos el cofre y escribiremos pistas para recordar nuestra contraseña sin que otros la adivinen.",false,hacking
inicial-1,Buenos Modales Digitales,Ser amable en línea,video,10 min,9,,"Las palabras en internet pueden hacer feliz o triste a alguien, igual que en persona. Aprenderemos a ser amables, respetuosos y buenos amigos digitales.",false,hacking
inicial-1,Buenos Modales Digitales,Emojis y sentimientos,activity,15 min,10,,"Los emojis nos ayudan a expresar sentimientos. Aprenderemos a usar emojis para comunicarnos mejor y evitar malentendidos. 😊 es diferente a 😠",false,hacking
inicial-1,Buenos Modales Digitales,¿Qué hago si algo me molesta?,tutorial,15 min,11,,"Si algo en internet te hace sentir mal, triste o asustado: 1) Deja de mirar, 2) Cuéntale a un adulto de confianza, 3) No respondas a mensajes feos.",false,hacking
inicial-1,Buenos Modales Digitales,Proyecto: Póster de reglas,project,25 min,12,,"Crearemos un póster colorido con las reglas de seguridad en internet. Lo decoraremos y lo pondremos en un lugar visible para recordar siempre cómo estar seguros.",false,hacking
inicial-1,Superhéroe Digital,Repaso de seguridad,activity,15 min,13,,"Repasaremos todo lo aprendido con un juego de preguntas y respuestas. Cada respuesta correcta nos da un punto. ¡El que más puntos tenga es el Superhéroe Digital!",false,hacking
inicial-1,Superhéroe Digital,Mi compromiso digital,activity,15 min,14,,"Escribiremos y firmaremos un 'Compromiso Digital' prometiendo seguir las reglas de seguridad, ser amables en línea, y pedir ayuda cuando la necesitemos.",false,hacking
inicial-1,Superhéroe Digital,Certificación: Ciudadano Digital Jr,activity,10 min,15,,"¡Felicitaciones! Has completado el curso de seguridad digital. Recibirás tu certificado de 'Ciudadano Digital Junior' por aprender a estar seguro en internet.",true,hacking
cuarto-egb,Electrónica Básica,Bienvenida al mundo de la electrónica,video,15 min,1,https://www.youtube.com/watch?v=mc979OhitAg,"¡Bienvenido al fascinante mundo de la electrónica! La electricidad es la fuerza invisible que hace funcionar todo: tu teléfono, la televisión, los videojuegos. Aprenderás cómo fluye la electricidad y por qué es tan importante.",false,robotica
cuarto-egb,Electrónica Básica,¿Qué es un circuito?,video,20 min,2,https://www.youtube.com/watch?v=HOFp8bHTN30,"Un circuito es como una autopista para la electricidad. Tiene un inicio (batería), un camino (cables) y un destino (LED o motor). Si el camino está completo, la electricidad fluye. Si hay un hueco, se detiene.",false,robotica
cuarto-egb,Electrónica Básica,Componentes electrónicos,tutorial,25 min,3,,"Conoce los componentes básicos: RESISTENCIAS controlan cuánta electricidad pasa (como un grifo de agua). LEDs son luces especiales. CAPACITORES almacenan energía. TRANSISTORES son interruptores electrónicos.",false,robotica
cuarto-egb,Electrónica Básica,Mi primer circuito en Tinkercad,tutorial,30 min,4,,"¡Manos a la obra! En Tinkercad Circuits crearás tu primer circuito: batería + resistencia + LED. La simulación te mostrará si funciona antes de construirlo en la vida real.",false,robotica
cuarto-egb,Electrónica Básica,Proyecto: Semáforo LED,project,40 min,5,,"Construye un semáforo con 3 LEDs (rojo, amarillo, verde). Calcularás las resistencias correctas y conectarás todo en paralelo. ¡Funciona igual que los semáforos de tu ciudad!",false,robotica
cuarto-egb,Sensores y Entradas,¿Qué es un sensor?,video,15 min,6,,"Los sensores son los 'sentidos' de los robots. Detectan luz, temperatura, movimiento, sonido y más. Convierten el mundo real en señales eléctricas que el robot puede entender.",false,robotica
cuarto-egb,Sensores y Entradas,El pulsador: Tu primer sensor,tutorial,25 min,7,,"El pulsador detecta cuando lo presionas. Aprenderás sobre circuitos pull-up y pull-down, y por qué necesitamos resistencias especiales para que funcione correctamente.",false,robotica
cuarto-egb,Sensores y Entradas,Sensor de luz (LDR),tutorial,25 min,8,,"El LDR cambia su resistencia según la luz que recibe. Es como el ojo de un robot. Construirás un circuito que enciende un LED automáticamente cuando oscurece.",false,robotica
cuarto-egb,Sensores y Entradas,Proyecto: Lámpara automática,project,45 min,9,,"Crea una lámpara inteligente que se enciende sola cuando hay poca luz, igual que las luces de la calle. Combinarás LEDs, resistencias, LDR y lógica de circuitos.",false,robotica
cuarto-egb,Introducción a Arduino,¿Qué es un microcontrolador?,video,20 min,10,https://www.youtube.com/watch?v=CqrQmQqpHXc,"Un microcontrolador es el cerebro de un robot. Es una pequeña computadora que toma decisiones basándose en los sensores. Arduino es el más popular para aprender.",false,robotica
cuarto-egb,Introducción a Arduino,Conociendo el Arduino UNO,tutorial,25 min,11,,"Explora cada parte del Arduino: pines digitales (0-13), pines analógicos (A0-A5), puerto USB, botón reset, LED integrado. Cada parte tiene una función específica.",false,robotica
cuarto-egb,Introducción a Arduino,Tu primer programa: Blink,tutorial,30 min,12,,"¡Hola Mundo en Arduino! El programa Blink hace parpadear un LED. Aprenderás setup() para configurar y loop() para repetir. Usarás digitalWrite() y delay().",false,robotica
cuarto-egb,Introducción a Arduino,Proyecto: Luces de policía,project,40 min,13,,"Programa luces que alternan como las de un carro de policía. Usarás dos LEDs y modificarás los tiempos de delay() para crear diferentes patrones de parpadeo.",false,robotica
cuarto-egb,Proyecto Final Robótica,Diseñando mi robot,activity,30 min,14,,"Planifica tu proyecto final: un robot con sensores y luces. Dibujarás el esquema, listarás componentes y escribirás pseudocódigo de lo que hará tu robot.",false,robotica
cuarto-egb,Proyecto Final Robótica,Construyendo mi robot,project,50 min,15,,"¡Es hora de construir! Armarás el circuito completo en Tinkercad: sensores, LEDs, Arduino y código. Tu creación cobrará vida.",false,robotica
cuarto-egb,Proyecto Final Robótica,Presentación y demostración,activity,30 min,16,,"Presenta tu proyecto a la clase. Explica cómo funciona, qué problemas encontraste y cómo los resolviste. Demuestra tu robot en acción.",true,robotica
cuarto-egb,Pensamiento Computacional,¿Qué es la Inteligencia Artificial?,video,20 min,1,https://www.youtube.com/watch?v=mJeNghZXtMo,"La IA está en tu teléfono, videojuegos y carros. Las computadoras pueden 'aprender' y tomar decisiones. Esto es diferente a la programación tradicional donde todo está predefinido.",false,ia
cuarto-egb,Pensamiento Computacional,Humanos vs Máquinas,activity,25 min,2,,"¿Qué hacen mejor los humanos? ¿Y las máquinas? Clasificaremos tareas. Humanos: creatividad, empatía. Máquinas: velocidad, precisión, memoria infinita.",false,ia
cuarto-egb,Pensamiento Computacional,Algoritmos en la vida diaria,video,15 min,3,,"Un algoritmo es una receta paso a paso. Cepillarte los dientes es un algoritmo. Hacer un sándwich es un algoritmo. Las computadoras siguen algoritmos para todo.",false,ia
cuarto-egb,Pensamiento Computacional,Creando algoritmos,activity,30 min,4,,"Escribe algoritmos para tareas cotidianas: hacer la cama, preparar cereal, llegar a la escuela. Los detalles importan mucho cuando instruyes a una máquina.",false,ia
cuarto-egb,Reconocimiento de Patrones,¿Cómo aprenden las máquinas?,video,20 min,5,,"Las máquinas aprenden encontrando patrones en datos. Como cuando aprendiste a reconocer perros: viste muchos hasta que tu cerebro encontró el patrón.",false,ia
cuarto-egb,Reconocimiento de Patrones,Teachable Machine: Tu primer modelo,tutorial,35 min,6,https://www.youtube.com/watch?v=T2qQGqZxkD0,"Usa Teachable Machine de Google para crear tu primer modelo de IA. Entrenarás a la computadora para reconocer objetos usando tu cámara. ¡Es más fácil de lo que crees!",false,ia
cuarto-egb,Reconocimiento de Patrones,Entrenando con más datos,tutorial,30 min,7,,"Más datos = mejor IA. Experimentarás agregando más fotos y verás cómo mejora la precisión. Aprenderás sobre datos de entrenamiento vs datos de prueba.",false,ia
cuarto-egb,Reconocimiento de Patrones,Proyecto: Clasificador de objetos,project,45 min,8,,"Crea un clasificador que reconozca 5 objetos de tu mochila. Entrena el modelo, pruébalo con objetos nuevos y mide qué tan preciso es.",false,ia
cuarto-egb,IA con Scratch,Extensiones de IA en Scratch,tutorial,25 min,9,,"Scratch tiene extensiones especiales para IA: reconocimiento de voz y video sensing. Harás proyectos interactivos increíbles.",false,ia
cuarto-egb,IA con Scratch,Control por voz,tutorial,35 min,10,,"Programa un personaje que responda a comandos de voz. Di 'salta' y el gato salta. Di 'baila' y baila. Aprenderás sobre reconocimiento de voz.",false,ia
cuarto-egb,IA con Scratch,Detección de movimiento,tutorial,30 min,11,,"Usa la cámara para detectar movimiento en Scratch. Crearás un juego donde mueves tu cuerpo para controlar al personaje. Como los videojuegos de baile.",false,ia
cuarto-egb,IA con Scratch,Proyecto: Juego controlado por IA,project,50 min,12,,"Combina reconocimiento de voz Y detección de movimiento. Crea un juego de baile, un entrenador de ejercicios, o un asistente virtual.",false,ia
cuarto-egb,Ética en IA,¿La IA siempre tiene razón?,video,20 min,13,,"La IA puede equivocarse, a veces de formas injustas. Aprenderás sobre el sesgo: por qué algunos sistemas reconocen mejor ciertos rostros que otros.",false,ia
cuarto-egb,Ética en IA,Debate: IA en nuestra vida,activity,30 min,14,,"¿Debería la IA tomar decisiones importantes? ¿Es justo que un algoritmo decida quién entra a una escuela? Debatiremos pros y contras.",false,ia
cuarto-egb,Proyecto Final IA,Mi asistente inteligente,project,50 min,15,,"Diseña y programa tu propio asistente en Scratch. Debe reconocer al menos 3 comandos de voz y responder útilmente. Sé creativo.",false,ia
cuarto-egb,Proyecto Final IA,Feria de IA,activity,30 min,16,,"Presenta tu asistente. Explica cómo lo entrenaste, qué puede hacer, y qué aprendiste. Prueba los proyectos de tus compañeros.",true,ia
cuarto-egb,Ciudadanía Digital,Bienvenido a Internet,video,15 min,1,https://www.youtube.com/watch?v=Dxcc6ycZ73M,"Internet es una ciudad gigante donde puedes aprender, jugar y comunicarte. Pero como en cualquier ciudad, hay reglas de seguridad que debes conocer.",false,hacking
cuarto-egb,Ciudadanía Digital,Tu identidad digital,video,20 min,2,,"Todo lo que haces en internet deja una huella: fotos, comentarios, likes. Aprenderás qué es la huella digital y por qué cuidar tu reputación en línea.",false,hacking
cuarto-egb,Ciudadanía Digital,Información personal: ¿Qué NO compartir?,activity,25 min,3,,"NUNCA compartir: dirección, teléfono, escuela, contraseñas. Jugaremos a identificar qué es seguro compartir y qué no.",false,hacking
cuarto-egb,Ciudadanía Digital,Creando reglas de seguridad,project,30 min,4,,"Diseña un póster con las 10 reglas de oro de seguridad en internet. Material para compartir con familia y amigos.",false,hacking
cuarto-egb,Contraseñas Seguras,¿Por qué necesitamos contraseñas?,video,15 min,5,,"Las contraseñas son llaves de tu casa digital. Protegen tus cuentas, fotos y mensajes. '123456' es la peor contraseña del mundo.",false,hacking
cuarto-egb,Contraseñas Seguras,Anatomía de una contraseña fuerte,tutorial,25 min,6,,"Contraseña fuerte: mayúsculas + minúsculas + números + símbolos + 12 caracteres mínimo. Técnicas para crear contraseñas memorables pero imposibles de adivinar.",false,hacking
cuarto-egb,Contraseñas Seguras,El método de la frase,activity,20 min,7,,"Convierte frases en contraseñas: 'Mi gato Pelusa tiene 4 patas' = 'MgPt4p!'. Practica creando contraseñas seguras para diferentes cuentas.",false,hacking
cuarto-egb,Contraseñas Seguras,Proyecto: Gestor de contraseñas,project,35 min,8,,"Crea tu sistema para recordar contraseñas de forma segura. Aprenderás sobre gestores de contraseñas profesionales.",false,hacking
cuarto-egb,Amenazas en Línea,¿Qué es el phishing?,video,20 min,9,https://www.youtube.com/watch?v=XBkzBrXlle0,"Phishing: alguien finge ser otra persona para robarte información. Pueden hacerse pasar por tu banco, una tienda, o un amigo.",false,hacking
cuarto-egb,Amenazas en Línea,Detective de correos falsos,activity,30 min,10,,"Analiza correos reales y falsos. Busca señales: errores ortográficos, direcciones sospechosas, urgencia falsa, links extraños.",false,hacking
cuarto-egb,Amenazas en Línea,Virus y malware,video,20 min,11,,"Virus informáticos: programas maliciosos que dañan tu computadora o roban información. Cómo se propagan y cómo protegerte.",false,hacking
cuarto-egb,Amenazas en Línea,Simulación: Ataque de phishing,activity,35 min,12,,"Simulación segura donde intentaremos 'engañarte' con correos falsos. Verás qué tan bien detectas amenazas.",false,hacking
cuarto-egb,Proyecto Final Seguridad,Campaña de concientización,project,45 min,13,,"Crea una campaña para enseñar seguridad digital: video, presentación, cómic o juego. Objetivo: que otros aprendan a protegerse.",false,hacking
cuarto-egb,Proyecto Final Seguridad,Presentación a la comunidad,activity,30 min,14,,"Presenta tu campaña a la clase o a tus padres. Explica peligros y cómo protegerse. Responde preguntas.",false,hacking
cuarto-egb,Proyecto Final Seguridad,Certificación: Ciudadano Digital Seguro,activity,15 min,15,,"¡Felicitaciones! Certificado de 'Ciudadano Digital Seguro' por completar el curso de Ciudadanía Digital.",true,hacking
quinto-egb,Programación con Arduino,Repaso de electrónica,video,15 min,1,,"Repasamos conceptos clave: voltaje, corriente, resistencia. La Ley de Ohm: V=I×R. Entender esto es fundamental para diseñar circuitos que funcionen correctamente.",false,robotica
quinto-egb,Programación con Arduino,Variables y tipos de datos,tutorial,25 min,2,,"Las variables son cajas donde guardamos información. int para números enteros, float para decimales, bool para verdadero/falso, String para texto.",false,robotica
quinto-egb,Programación con Arduino,Estructuras de control: if/else,tutorial,30 min,3,,"Las decisiones en programación: SI el sensor detecta luz ENTONCES enciende LED, SINO apágalo. Aprenderás a hacer que tu robot tome decisiones.",false,robotica
quinto-egb,Programación con Arduino,Bucles: for y while,tutorial,30 min,4,,"Los bucles repiten acciones. FOR cuando sabes cuántas veces repetir. WHILE cuando repites hasta que algo cambie. Harás que un LED parpadee 10 veces.",false,robotica
quinto-egb,Programación con Arduino,Proyecto: Contador con display,project,45 min,5,,"Construye un contador que muestre números en un display de 7 segmentos. Usarás bucles y variables para contar del 0 al 9.",false,robotica
quinto-egb,Sensores Avanzados,Sensor ultrasónico HC-SR04,tutorial,30 min,6,,"El sensor ultrasónico mide distancias usando sonido, como un murciélago. Envía un pulso y mide cuánto tarda en regresar. Rango: 2cm a 400cm.",false,robotica
quinto-egb,Sensores Avanzados,Sensor de temperatura,tutorial,25 min,7,,"El sensor de temperatura mide qué tan caliente o frío está el ambiente. Crearás un termómetro digital que muestre la temperatura en el monitor serial.",false,robotica
quinto-egb,Sensores Avanzados,Sensor de movimiento PIR,tutorial,25 min,8,,"El sensor PIR detecta movimiento de personas y animales. Es el mismo que usan las alarmas de seguridad. Crearás un detector de intrusos.",false,robotica
quinto-egb,Sensores Avanzados,Proyecto: Sistema de alarma,project,50 min,9,,"Construye una alarma completa: sensor PIR para detectar movimiento, buzzer para sonar, LED para indicar estado. Programarás diferentes modos.",false,robotica
quinto-egb,Motores y Movimiento,Servomotores,tutorial,30 min,10,,"Los servomotores giran a ángulos precisos (0° a 180°). Son perfectos para brazos robóticos, puertas automáticas y mecanismos de precisión.",false,robotica
quinto-egb,Motores y Movimiento,Motores DC con L293D,tutorial,35 min,11,,"Los motores DC giran continuamente. El chip L293D nos permite controlar la dirección y velocidad. Es lo que usan los carros a control remoto.",false,robotica
quinto-egb,Motores y Movimiento,Control de velocidad PWM,tutorial,30 min,12,,"PWM (Modulación por Ancho de Pulso) controla la velocidad de motores y el brillo de LEDs. analogWrite() te da 256 niveles de control.",false,robotica
quinto-egb,Motores y Movimiento,Proyecto: Carro robot básico,project,60 min,13,,"Construye un carro robot con 2 motores DC. Programarás movimientos: adelante, atrás, girar izquierda, girar derecha. Base para proyectos más avanzados.",false,robotica
quinto-egb,Proyecto Integrador,Diseño del robot final,activity,30 min,14,,"Planifica tu robot integrador: ¿qué sensores usará? ¿qué motores? ¿qué problema resolverá? Dibuja esquemas y escribe pseudocódigo.",false,robotica
quinto-egb,Proyecto Integrador,Construcción y programación,project,60 min,15,,"Construye tu robot integrador combinando sensores, motores y lógica de programación. Prueba y depura hasta que funcione perfectamente.",false,robotica
quinto-egb,Proyecto Integrador,Competencia de robots,activity,45 min,16,,"Competencia amistosa: los robots compiten en desafíos como seguir líneas, evitar obstáculos o completar misiones. ¡Que gane el mejor diseño!",true,robotica
quinto-egb,Machine Learning Básico,¿Qué es Machine Learning?,video,20 min,1,,"Machine Learning es cuando las computadoras aprenden de ejemplos en lugar de seguir instrucciones exactas. Es como enseñarle a un perro trucos nuevos.",false,ia
quinto-egb,Machine Learning Básico,Tipos de aprendizaje,video,25 min,2,,"Supervisado: le das ejemplos con respuestas. No supervisado: encuentra patrones solo. Por refuerzo: aprende de premios y castigos. Como entrenar mascotas.",false,ia
quinto-egb,Machine Learning Básico,Datos de entrenamiento,tutorial,30 min,3,,"La calidad de los datos determina la calidad de la IA. Datos variados, balanceados y representativos producen mejores modelos. Basura entra, basura sale.",false,ia
quinto-egb,Machine Learning Básico,Proyecto: Clasificador de imágenes,project,45 min,4,,"Crea un clasificador que distinga entre 5 categorías diferentes. Entrena con al menos 50 imágenes por categoría. Mide la precisión.",false,ia
quinto-egb,Redes Neuronales,¿Qué es una neurona artificial?,video,20 min,5,,"Las neuronas artificiales imitan al cerebro. Reciben entradas, las procesan y producen una salida. Millones de neuronas conectadas forman redes neuronales.",false,ia
quinto-egb,Redes Neuronales,Capas y conexiones,video,25 min,6,,"Las redes tienen capas: entrada (datos), ocultas (procesamiento), salida (resultado). Más capas = más capacidad de aprender patrones complejos.",false,ia
quinto-egb,Redes Neuronales,Entrenamiento de redes,tutorial,30 min,7,,"Entrenar una red es ajustar las conexiones hasta que dé respuestas correctas. Es como afinar un instrumento musical hasta que suene bien.",false,ia
quinto-egb,Redes Neuronales,Proyecto: Reconocedor de gestos,project,50 min,8,,"Entrena una IA para reconocer gestos de manos: pulgar arriba, paz, puño, palma abierta. Usarás la cámara y Teachable Machine.",false,ia
quinto-egb,IA y Creatividad,IA que genera arte,video,20 min,9,,"Las IAs pueden crear arte, música y textos. No son 'creativas' como humanos, pero combinan patrones de formas nuevas e interesantes.",false,ia
quinto-egb,IA y Creatividad,Generadores de texto,tutorial,30 min,10,,"Los modelos de lenguaje predicen la siguiente palabra. Así pueden escribir historias, poemas y código. Experimentarás con generadores de texto.",false,ia
